distance_to_cell_km,rsrp_dbm,rssi_dbm,rsrq_db,sinr_db,interference_dbm,network_load_pct,connected_users,handovers_last_hr,signal_quality_score,signal_quality_label
0.363,-84.3,-63.52,-19.5,10.69,-99.72,44.63,51.0,2,40.82,Fair
0.38,-101.07,-79.9,-19.5,-10.0,-87.15,78.92,,0,20.02,Poor
0.106,-83.87,-64.19,-19.5,2.77,-92.45,55.41,53.0,0,37.64,Fair
0.61,-106.81,-93.49,-15.14,-10.0,-101.8,29.16,32.0,3,28.82,Poor
0.02,-78.43,-58.38,-19.5,23.14,-108.26,12.93,31.0,0,65.28,Good
0.197,-89.55,-68.53,-19.5,2.57,-98.98,39.36,50.0,1,28.61,Poor
0.682,-99.99,-83.7,-15.21,-10.0,-90.03,66.04,58.0,3,19.93,Poor
0.373,-90.42,-71.1,-19.5,4.93,-99.83,54.17,54.0,0,33.57,Poor
0.136,-85.15,-68.21,-15.69,6.12,-96.53,59.71,65.0,1,45.04,Fair
0.534,-99.17,-78.51,-19.5,-3.21,-99.9,50.66,59.0,3,24.41,Poor
0.377,-99.35,-82.29,-17.08,-9.54,-96.03,35.14,49.0,2,27.74,Poor
0.716,-95.11,-78.85,-14.41,6.41,-106.9,18.7,25.0,2,50.4,Fair
0.598,-95.83,-77.95,-17.08,11.36,-111.98,19.01,35.0,3,39.86,Fair
0.424,-101.55,-87.57,-13.52,-10.0,-95.79,51.61,45.0,2,31.84,Poor
0.301,-93.46,-75.88,-17.08,-2.06,-98.21,34.8,37.0,2,42.28,Fair
0.064,-79.72,-60.64,-18.82,,-100.9,59.07,44.0,1,54.51,Fair
0.136,-88.14,-67.53,-19.5,6.06,-96.95,45.26,59.0,1,40.77,Fair
0.244,-88.71,-69.96,-19.35,7.53,-103.21,45.9,44.0,0,35.31,Fair
0.412,-92.98,-79.28,-15.7,0.39,-99.55,43.77,59.0,3,37.24,Fair
0.324,-95.01,-72.95,-19.5,-0.31,-102.31,19.38,31.0,2,38.18,Fair
0.153,-88.87,-66.56,-19.5,8.25,-103.21,17.09,36.0,2,41.73,Fair
0.02,-64.45,-46.11,-18.52,12.85,-85.41,83.11,60.0,4,45.5,Fair
0.309,-90.08,-74.34,-17.64,7.5,-104.07,30.1,37.0,0,47.09,Fair
0.151,-87.37,-70.96,-16.05,6.09,-100.14,37.93,40.0,1,47.44,Fair
0.597,-106.05,-88.66,-16.86,-10.0,-88.71,83.45,77.0,1,17.93,Poor
0.02,-69.07,-50.23,-19.5,23.95,-100.06,50.42,53.0,1,51.63,Fair
0.396,-93.17,-76.09,-17.72,7.12,-103.98,26.77,38.0,4,50.02,Fair
1.277,-117.15,-101.73,-14.7,-10.0,-95.88,56.8,73.0,1,23.37,Poor
0.086,-81.81,-60.74,-19.5,6.5,-93.31,54.96,54.0,1,39.03,Fair
0.287,-94.86,-76.09,-19.04,1.75,-102.0,28.96,31.0,1,38.15,Fair
0.043,-77.78,-62.94,-17.06,9.26,-90.41,66.76,59.0,3,44.7,Fair
0.442,-100.56,-81.69,-18.59,,-98.55,36.22,40.0,1,31.21,Poor
0.36,-95.74,-77.25,-19.5,10.33,-111.67,14.82,26.0,1,47.59,Fair
0.235,-85.91,-70.06,-15.92,9.9,-100.14,38.02,41.0,2,50.84,Fair
0.332,-96.22,-74.64,-19.5,3.72,-105.37,13.15,30.0,0,38.42,Fair
1.021,-100.33,-81.92,-18.92,-10.0,-92.85,65.06,44.0,5,20.37,Poor
0.098,-87.17,-69.82,-16.8,-3.89,-90.03,76.81,67.0,3,27.1,Poor
0.02,-67.41,-49.66,-18.97,30.0,-109.98,13.18,23.0,1,65.05,Good
0.89,-102.99,-83.66,-19.5,-6.88,-98.88,48.61,55.0,0,22.1,Poor
0.387,-94.38,-76.59,-19.22,2.07,-99.13,36.29,41.0,3,40.33,Fair
0.996,-103.95,-86.19,-17.68,-3.75,-104.15,21.92,26.0,4,32.88,Poor
0.409,-93.69,-72.49,-19.09,-9.69,-85.97,77.56,71.0,2,17.08,Poor
0.748,-111.76,-98.01,-12.5,-10.0,-102.42,13.24,29.0,0,35.26,Fair
0.253,-97.77,-83.52,-16.1,-1.07,-102.57,16.39,34.0,1,39.61,Fair
0.624,-98.24,-77.91,-19.5,2.49,-103.04,22.56,28.0,0,37.7,Fair
1.099,-113.0,-87.75,-19.5,-10.0,-106.87,26.09,39.0,2,25.05,Poor
0.382,-97.79,-77.16,-19.5,4.48,-106.37,27.88,24.0,1,42.17,Fair
0.09,-83.37,-59.78,-19.5,11.39,-94.92,70.51,54.0,2,43.48,Fair
0.141,-90.35,-73.65,-17.71,2.53,-95.15,68.0,58.0,0,41.67,Fair
0.1,-86.82,-70.73,-15.85,9.34,-96.78,39.11,38.0,3,54.55,Fair
0.128,-85.1,-65.73,-18.62,,-101.56,34.72,53.0,0,49.65,Fair
0.165,-84.35,-63.49,-19.5,12.42,-101.0,22.59,28.0,4,51.65,Fair
0.364,-99.09,-85.03,-12.17,3.8,-106.77,9.05,21.0,0,48.82,Fair
0.399,-98.34,-80.98,-18.69,-10.0,-93.86,76.4,66.0,0,19.16,Poor
0.25,-94.93,-77.01,-17.81,-1.29,-101.24,23.13,39.0,3,31.21,Poor
0.43,-106.38,-90.41,-15.48,-10.0,-97.06,48.78,48.0,5,30.37,Poor
0.038,-75.32,-59.01,-15.65,16.15,-94.17,40.1,51.0,3,56.9,Good
0.041,-72.8,-52.27,-19.5,24.82,-103.43,22.42,43.0,2,63.58,Good
0.085,-78.61,-59.2,-19.35,18.65,-105.02,34.4,44.0,1,55.53,Good
0.328,-97.84,-77.44,-19.5,-2.11,-104.24,23.46,38.0,1,35.33,Fair
0.108,-89.78,-70.77,-18.79,3.27,-97.69,60.89,61.0,1,35.22,Fair
0.15,-87.49,-72.11,-16.28,,-97.18,68.33,61.0,1,37.87,Fair
0.23,-87.96,-68.69,-19.35,2.41,-93.37,83.32,68.0,3,30.64,Poor
0.752,-100.91,-85.77,-15.3,-7.96,-97.59,42.9,44.0,1,31.49,Poor
0.02,-69.29,-52.22,-16.8,29.51,-105.07,19.5,31.0,0,63.83,Good
0.472,-92.92,-78.03,-13.62,-0.48,-95.24,83.46,82.0,3,37.32,Fair
0.497,-100.91,-84.74,-17.99,2.5,-106.62,21.52,31.0,4,42.62,Fair
0.721,-102.05,-83.78,-19.03,-8.94,-98.2,31.01,42.0,2,31.11,Poor
1.215,-99.16,-82.53,-17.65,-6.48,-97.04,48.4,47.0,2,27.45,Poor
0.02,-71.23,-55.88,-15.75,30.0,-110.75,17.69,25.0,3,75.9,Excellent
0.075,-86.7,-65.29,-19.5,4.44,-98.91,53.2,61.0,3,40.34,Fair
0.978,-106.49,-88.85,-15.62,-7.26,-100.91,27.94,42.0,3,23.82,Poor
0.276,-96.6,-80.19,-16.81,9.7,-109.54,9.79,27.0,0,48.39,Fair
0.374,-94.06,-79.3,-14.55,4.11,-101.41,34.75,32.0,2,40.93,Fair
0.489,-101.4,-89.01,-12.27,-10.0,-93.14,78.26,59.0,3,31.33,Poor
0.511,-97.11,-79.77,-15.64,-2.55,-103.29,9.47,26.0,3,33.76,Poor
1.208,-108.59,-94.73,-13.6,-9.45,-107.89,25.05,34.0,2,35.86,Fair
2.607,-120.82,-100.68,-19.5,-10.0,-109.95,24.92,38.0,2,17.06,Poor
0.573,-97.95,-79.86,-17.36,-10.0,-92.91,61.45,65.0,2,25.99,Poor
0.152,-87.12,-64.45,-19.5,5.28,-97.46,51.09,53.0,1,35.79,Fair
0.953,-101.52,-82.85,-17.58,-10.0,-96.74,28.91,30.0,3,23.78,Poor
0.023,-74.19,-58.37,-16.64,16.44,-98.34,39.3,52.0,2,57.28,Good
0.118,-88.65,-76.29,-11.87,8.82,-100.82,33.6,43.0,1,54.34,Fair
1.025,-102.61,-82.19,-19.5,-3.91,-102.88,28.05,31.0,2,31.72,Poor
0.133,-80.48,-66.37,-14.69,9.46,-100.37,44.07,50.0,1,47.18,Fair
0.112,-85.03,-68.26,-15.24,16.24,-104.0,33.87,31.0,0,56.01,Good
0.067,-78.94,-55.92,-19.5,11.42,-94.66,68.95,64.0,3,45.03,Fair
0.882,-104.2,-84.37,-19.5,-6.15,-100.54,27.88,25.0,0,24.24,Poor
0.312,-100.08,-80.91,-19.5,-3.73,-105.24,25.88,35.0,4,29.25,Poor
0.506,-94.22,-73.39,-19.5,-5.26,-92.66,54.12,44.0,0,22.25,Poor
0.123,-82.23,-61.51,-19.5,3.16,-92.67,62.19,52.0,3,33.72,Poor
0.639,-97.27,-74.53,-19.5,5.95,-105.49,39.04,47.0,2,37.92,Fair
0.642,-100.89,-84.7,-17.34,-9.04,-96.4,54.43,53.0,4,27.13,Poor
0.169,-86.2,-69.33,-16.96,21.05,-113.43,4.06,23.0,2,49.53,Fair
0.238,-87.99,-72.76,-16.66,10.83,-99.16,45.33,33.0,0,43.94,Fair
0.106,-78.1,-60.2,-17.46,13.89,-94.53,56.81,47.0,0,45.71,Fair
1.689,-104.6,-87.0,-17.58,-9.53,-97.27,62.15,47.0,4,19.72,Poor
0.467,-97.15,-84.41,-10.83,-5.36,-96.39,44.94,52.0,2,46.34,Fair
1.227,-111.02,-94.98,-16.13,-10.0,-104.44,48.57,47.0,7,17.19,Poor
0.163,-87.66,-65.34,-19.5,7.27,-99.56,53.7,41.0,1,38.36,Fair
0.685,-99.7,-80.97,-18.7,0.24,-98.66,32.39,50.0,4,32.8,Poor
0.653,-97.48,-77.33,-18.91,6.52,-105.67,13.83,27.0,1,43.12,Fair
0.529,-93.08,-75.44,-18.73,3.68,-104.44,31.08,33.0,0,41.25,Fair
1.517,-108.01,-95.67,-11.41,-6.46,-107.69,13.39,35.0,3,37.89,Fair
0.225,-82.68,-65.07,-18.19,16.81,-103.66,16.31,29.0,0,51.09,Fair
0.063,-87.17,-66.04,-19.5,14.5,-108.46,13.75,30.0,2,47.65,Fair
0.501,-96.34,-81.9,-15.02,1.41,-103.89,27.93,50.0,3,37.29,Fair
0.588,-102.6,-82.36,-19.5,-2.93,-102.93,24.75,,1,32.39,Poor
0.385,-103.36,-90.47,-12.16,-8.24,-103.66,12.88,33.0,1,33.09,Poor
0.104,-85.25,-67.19,-16.93,21.58,-107.84,9.93,23.0,1,60.3,Good
0.316,-99.85,-80.21,-19.5,-4.1,-101.97,39.23,45.0,1,28.29,Poor
0.168,-89.22,-72.16,-17.45,2.24,-97.85,46.48,44.0,1,37.46,Fair
0.251,-91.89,-66.47,-19.5,-5.25,-91.86,65.29,62.0,1,30.5,Poor
0.466,-92.92,-76.4,-17.39,-7.8,-87.91,69.41,71.0,3,28.36,Poor
0.615,-105.83,-89.56,-16.16,-10.0,-92.29,58.68,62.0,5,23.76,Poor
0.119,-81.94,-63.33,-17.49,25.14,-111.83,6.68,21.0,2,64.73,Good
0.234,-91.02,-75.29,-17.09,9.88,-105.99,21.8,22.0,0,45.68,Fair
0.141,-82.94,-69.26,-14.14,20.33,-106.27,22.73,37.0,1,57.93,Good
0.1,-85.78,-71.08,-14.65,8.4,-98.36,46.6,47.0,2,43.1,Fair
0.688,-106.1,-85.82,-19.5,-8.58,-103.69,18.52,36.0,0,20.76,Poor
1.08,-109.55,-92.46,-16.24,-10.0,-85.74,92.83,91.0,3,24.22,Poor
0.208,-95.57,-72.47,-19.5,14.81,-112.16,8.08,20.0,3,49.31,Fair
0.626,-98.04,-81.36,-16.87,-5.91,-94.95,35.78,42.0,0,31.18,Poor
1.023,-98.3,-78.17,-19.5,8.12,-108.96,21.09,32.0,3,45.53,Fair
0.842,-104.78,-85.25,-19.11,-10.0,-98.66,46.22,52.0,2,23.63,Poor
0.091,-80.74,-64.11,-17.47,10.61,-97.76,34.12,35.0,1,54.63,Fair
1.409,-113.08,-97.71,-14.05,-10.0,-95.6,63.56,69.0,3,20.16,Poor
0.213,-89.88,-77.07,-13.74,10.69,-107.76,25.17,39.0,2,48.76,Fair
0.186,-86.78,-67.12,-19.49,16.14,-107.5,9.9,23.0,0,53.12,Fair
0.029,-79.34,,-19.5,12.53,-98.21,42.62,48.0,1,42.57,Fair
0.3,-94.38,-81.15,-10.32,2.77,-101.16,24.43,42.0,1,47.92,Fair
0.052,-75.61,-58.72,-18.27,,-102.39,25.64,33.0,2,57.55,Good
0.129,-97.99,-81.99,-15.79,-10.0,-92.39,69.42,73.0,2,24.04,Poor
0.172,-83.4,-63.74,-17.6,17.78,-106.4,9.37,26.0,1,58.67,Good
0.745,-100.03,-83.02,-18.5,-7.03,-100.61,34.53,32.0,2,30.86,Poor
0.938,-100.58,-78.61,-19.5,2.32,-106.64,22.35,40.0,1,29.46,Poor
0.162,-89.9,-73.05,-17.05,4.87,-100.55,43.76,32.0,1,35.3,Fair
0.881,-109.8,-95.51,-15.84,-9.27,-103.16,47.17,52.0,3,26.24,Poor
0.876,-100.72,-84.13,-16.26,-5.74,-98.28,50.77,43.0,1,32.18,Poor
0.651,-100.62,-83.69,-15.82,-2.19,-101.89,38.26,46.0,3,29.75,Poor
0.071,-81.06,-61.49,-19.5,15.83,-99.5,56.54,51.0,1,46.33,Fair
0.528,-94.11,-77.23,-17.19,11.01,-109.0,11.48,24.0,3,46.65,Fair
1.305,-103.27,-83.95,-18.52,4.03,-111.83,6.37,23.0,5,40.88,Fair
0.516,-90.59,-74.96,-14.81,11.81,-107.34,19.99,20.0,3,50.37,Fair
0.181,-88.6,-71.48,-17.9,12.2,-108.48,6.14,24.0,2,53.94,Fair
0.312,-96.69,-81.04,-15.78,-5.17,-99.52,44.83,48.0,5,31.46,Poor
0.467,-98.16,-82.7,-15.24,-4.68,-96.25,53.53,40.0,4,28.15,Poor
0.322,-92.51,-70.68,-19.5,6.92,-102.43,31.1,49.0,1,36.2,Fair
0.058,-75.28,-59.43,-14.63,19.29,-98.49,43.3,36.0,2,68.14,Good
0.168,-94.44,-77.49,-15.68,8.71,-110.18,12.04,19.0,2,55.65,Good
0.73,-101.24,-80.11,-19.5,-8.93,-97.05,64.94,50.0,5,20.76,Poor
0.889,-96.55,-76.3,-19.5,-1.64,-99.29,51.0,60.0,2,27.49,Poor
0.066,-81.54,-58.62,-19.5,11.12,-98.97,50.66,48.0,1,46.28,Fair
1.37,-103.02,-83.57,-18.29,-6.68,-106.62,15.31,28.0,1,31.71,Poor
0.179,-87.15,-70.95,-16.17,14.7,-103.74,9.78,21.0,4,57.59,Good
0.489,-93.97,-69.8,-19.5,-1.46,-96.12,55.93,46.0,2,37.05,Fair
0.627,-103.2,-83.45,-19.5,-10.0,-90.03,87.32,,1,8.16,Poor
0.752,-104.76,-87.22,-17.94,-10.0,-93.39,53.2,51.0,2,23.84,Poor
1.311,-106.28,-88.11,-19.03,-5.07,-104.91,16.32,31.0,1,33.81,Poor
0.169,-94.73,-76.19,-18.58,-2.45,-94.79,70.14,49.0,1,24.7,Poor
0.88,-103.98,-86.69,-16.31,-10.0,-92.59,43.18,40.0,2,28.14,Poor
0.064,-79.19,,-14.21,8.52,-90.46,80.79,68.0,1,48.03,Fair
0.549,-91.68,-68.8,-19.5,-6.87,-88.92,65.45,59.0,4,30.64,Poor
0.61,-98.1,-80.17,-17.92,-2.15,-103.58,18.0,26.0,5,32.64,Poor
0.51,-95.66,-77.11,-18.4,9.71,-110.79,16.53,38.0,2,41.7,Fair
0.131,-81.74,-57.51,-19.5,30.0,-116.24,7.55,22.0,0,71.32,Good
0.929,-107.23,-91.28,-16.69,-10.0,-82.86,78.47,76.0,0,24.62,Poor
0.083,-83.17,-63.2,-18.91,17.17,-104.21,18.19,45.0,2,52.16,Fair
0.025,-62.53,-46.91,-15.05,25.49,-93.27,71.34,61.0,4,65.36,Good
0.569,-99.43,-80.47,-19.5,-0.2,-104.14,20.54,33.0,2,34.39,Poor
0.29,-88.82,-70.22,-19.5,6.33,-100.56,33.93,49.0,2,41.84,Fair
0.851,-98.75,-78.38,-19.5,-7.05,-97.44,62.13,39.0,3,17.9,Poor
0.218,-96.71,-75.08,-19.5,3.22,-103.4,37.33,40.0,1,28.52,Poor
0.083,-81.23,-64.97,-16.92,17.8,-103.25,20.26,31.0,1,63.85,Good
0.815,-101.64,-79.39,-19.5,-0.68,-104.43,52.28,56.0,4,25.88,Poor
0.358,-93.79,,-19.5,-4.84,-95.12,51.56,47.0,4,29.93,Poor
0.094,-86.61,-69.36,-17.79,14.32,-103.48,29.41,42.0,0,45.73,Fair
0.573,-103.65,-85.67,-17.66,-0.39,-105.56,10.1,32.0,1,34.02,Poor
0.322,-96.09,-79.57,-17.02,3.92,-107.37,9.33,27.0,6,44.22,Fair
0.417,-96.82,,-16.24,5.75,-109.2,13.09,30.0,1,41.3,Fair
0.278,-88.17,-73.78,-13.85,7.1,-101.68,27.7,47.0,2,41.27,Fair
0.794,-94.74,-74.41,-19.5,-1.37,-97.62,36.81,40.0,3,25.52,Poor
0.796,-96.45,-84.6,-9.8,-10.0,-90.28,78.88,74.0,2,29.62,Poor
0.556,-95.48,-79.57,-16.0,8.81,-108.59,24.72,39.0,3,46.88,Fair
0.05,-82.19,-64.33,-17.31,11.43,-96.58,61.11,66.0,2,47.12,Fair
0.821,-103.94,-82.04,-19.5,-4.57,-100.62,35.16,43.0,2,25.91,Poor
0.5,-97.16,-80.8,-15.73,-3.32,-97.46,42.21,44.0,2,32.06,Poor
0.537,-101.15,-81.87,-18.63,-4.37,-98.15,56.21,49.0,2,23.27,Poor
0.203,-87.88,-70.12,-16.86,1.14,-95.04,52.31,53.0,1,39.32,Fair
0.951,-100.69,-79.86,-19.5,-10.0,-85.97,72.97,75.0,2,17.51,Poor
0.582,-97.16,-78.03,-19.19,4.77,-106.83,24.63,42.0,1,44.69,Fair
0.054,-74.67,-54.18,-19.5,23.69,-106.08,5.68,26.0,1,64.26,Good
0.236,-95.1,-78.76,-15.96,-0.51,-97.55,34.75,37.0,0,38.63,Fair
0.979,-100.09,-85.13,-12.06,-10.0,-98.2,37.23,55.0,1,29.91,Poor
0.022,-73.92,-54.82,-18.82,24.54,-103.52,7.91,24.0,0,66.55,Good
1.465,-111.08,-94.55,-16.18,-10.0,-89.31,80.28,,7,16.6,Poor
0.512,-96.07,-77.98,-17.01,0.77,-101.93,48.72,49.0,3,29.76,Poor
0.449,-92.2,-73.25,-19.5,3.04,-99.19,47.37,44.0,4,33.99,Poor
0.142,-85.15,-63.43,-19.5,14.16,-103.7,43.56,29.0,6,48.79,Fair
0.129,-86.18,-65.82,-19.5,14.05,-104.41,24.61,37.0,1,41.42,Fair
1.282,-104.92,-88.97,-15.95,-10.0,-91.25,83.01,59.0,2,22.08,Poor
0.159,-87.56,-72.99,-14.21,-7.1,-88.36,71.7,61.0,1,33.58,Poor
0.672,-105.07,-81.95,-19.5,-10.0,-96.97,55.96,57.0,0,16.01,Poor
0.225,-96.04,-82.79,-13.41,2.93,-106.1,13.6,28.0,2,51.59,Fair
0.067,-81.03,-64.38,-14.85,16.5,-101.56,19.21,34.0,1,58.64,Good
0.02,-70.12,-50.19,-18.86,24.43,-101.4,55.0,37.0,1,56.93,Good
0.354,-94.95,-72.03,-19.5,-9.73,-93.65,43.7,49.0,4,28.05,Poor
1.674,-105.78,-88.35,-18.92,-10.0,-101.06,35.79,,6,23.82,Poor
0.207,-91.24,-73.15,-18.0,1.34,-97.05,55.34,52.0,1,38.69,Fair
0.199,-87.76,-72.39,-15.46,11.75,-106.69,19.82,26.0,1,48.02,Fair
0.19,-90.19,-71.81,-18.67,9.21,-105.19,25.09,35.0,1,40.59,Fair
0.331,-87.12,-72.57,-15.47,4.26,-101.51,17.49,38.0,2,49.34,Fair
0.261,-92.06,-76.31,-15.1,4.85,-102.06,34.3,29.0,1,43.77,Fair
0.954,-94.24,-73.94,-19.5,-3.11,-98.4,47.46,47.0,2,40.74,Fair
0.317,-92.64,-75.94,-15.02,9.14,-105.08,25.89,31.0,0,46.59,Fair
0.319,-94.96,-74.2,-19.5,-1.33,-99.19,40.53,46.0,1,31.64,Poor
0.067,-84.25,-66.71,-17.21,16.97,-107.27,17.91,31.0,1,61.79,Good
1.827,-115.01,-101.12,-11.45,-10.0,-107.88,16.44,29.0,3,35.83,Fair
0.129,-90.27,-68.77,-19.5,2.67,-97.73,46.95,51.0,1,34.51,Poor
0.034,-78.47,-64.42,-13.82,16.82,-94.48,54.64,53.0,2,56.73,Good
0.49,-96.24,-80.04,-16.62,2.12,-103.28,50.88,56.0,2,28.22,Poor
0.407,-98.32,-80.92,-17.36,0.72,-101.73,31.81,43.0,1,36.72,Fair
0.241,-90.94,-69.92,-19.5,3.59,-100.94,39.03,32.0,1,26.47,Poor
0.247,-86.76,-70.33,-16.82,5.73,-96.34,53.04,46.0,1,45.81,Fair
0.692,-101.16,-85.94,-16.14,-1.78,-104.33,10.04,22.0,2,48.29,Fair
0.098,-75.6,-57.11,-17.09,10.22,-92.11,59.0,66.0,1,49.35,Fair
0.772,-106.47,-89.11,-17.26,-9.92,-99.35,25.06,30.0,3,26.89,Poor
0.471,-98.08,-81.48,-17.7,-3.87,-100.63,39.44,47.0,2,29.47,Poor
0.244,-93.95,-75.3,-17.95,-0.32,-98.33,51.5,48.0,3,29.7,Poor
0.276,-89.09,-74.7,-14.19,7.56,-101.64,28.19,34.0,1,49.44,Fair
0.133,-95.53,-82.7,-13.78,-3.91,-96.98,45.76,42.0,1,35.05,Fair
0.628,-105.74,-81.32,-19.5,-9.3,-98.24,43.66,44.0,5,18.4,Poor
0.324,-94.66,-76.35,-18.79,3.79,-105.75,42.49,53.0,4,37.32,Fair
0.174,-82.66,-64.14,-15.57,7.39,-95.74,64.55,60.0,0,45.73,Fair
0.408,-95.33,-79.68,-14.77,5.7,-105.68,7.02,19.0,0,48.89,Fair
2.456,-117.21,-96.52,-19.45,-10.0,-95.24,47.29,50.0,1,18.21,Poor
0.257,-97.03,-80.63,-16.31,-8.5,-94.98,54.46,60.0,3,29.02,Poor
1.14,-98.46,-88.82,-10.3,-9.91,-95.21,57.75,62.0,1,31.82,Poor
0.19,-92.12,-75.83,-17.96,8.75,-103.95,33.58,34.0,0,45.2,Fair
0.025,-76.18,-59.02,-17.57,17.91,-98.84,42.26,30.0,5,56.97,Good
0.103,-78.42,-60.93,-15.67,21.72,-100.1,33.07,35.0,2,61.84,Good
0.244,-87.74,-70.34,-17.59,1.57,-95.49,40.63,45.0,0,39.58,Fair
0.112,-79.93,-63.87,-15.55,4.21,-91.09,88.63,83.0,1,37.77,Fair
0.02,-74.24,-58.47,-15.69,12.27,-92.27,60.33,52.0,3,48.73,Fair
1.109,-111.01,-93.9,-16.6,-10.0,-95.4,41.72,54.0,4,27.25,Poor
0.836,-101.92,-88.86,-12.98,0.95,-106.09,23.49,25.0,1,40.45,Fair
0.61,-98.38,-86.26,-11.92,-1.88,-99.27,38.06,43.0,1,43.27,Fair
0.083,-80.99,-62.7,-19.5,13.71,-98.37,69.75,65.0,1,40.56,Fair
0.058,-73.46,-55.12,-17.43,19.93,-101.23,30.18,36.0,2,53.41,Fair
0.031,-81.17,-60.53,-19.5,15.29,-105.56,13.02,21.0,2,58.5,Good
0.579,-95.84,-78.6,-17.23,-2.16,-98.17,55.85,44.0,4,30.71,Poor
1.189,-109.9,-95.48,-16.04,-10.0,-94.48,65.78,68.0,3,17.35,Poor
0.253,-88.69,-76.51,-11.9,7.74,-97.47,36.34,33.0,2,48.75,Fair
0.057,-81.18,-65.85,-15.54,15.96,-100.91,43.83,48.0,0,55.58,Good
0.323,-97.47,-78.2,-19.21,-8.49,-89.9,73.76,56.0,2,14.14,Poor
0.193,-92.2,-69.87,-19.5,9.35,-107.43,39.31,33.0,3,39.98,Fair
0.211,-96.32,-78.16,-19.15,-0.55,-103.46,35.09,37.0,2,35.24,Fair
0.437,-96.67,-82.31,-14.31,-7.0,-96.91,37.51,32.0,2,24.38,Poor
0.571,-102.24,-86.88,-15.44,-10.0,-97.56,44.36,47.0,1,25.54,Poor
0.053,-75.46,-60.01,-15.94,6.24,-91.03,62.61,62.0,2,46.57,Fair
0.02,-67.88,-51.1,-18.54,30.0,-105.71,18.54,31.0,0,71.14,Good
2.328,-104.59,-83.23,-19.23,-10.0,-96.19,65.18,72.0,3,14.74,Poor
0.119,-84.13,-62.54,-19.5,1.02,-90.93,65.34,54.0,3,27.57,Poor
0.025,-70.18,-52.7,-18.46,24.19,-94.89,46.29,39.0,1,63.51,Good
0.095,-78.02,-59.47,-18.52,15.51,-96.2,53.87,64.0,1,53.2,Fair
0.02,-72.96,-57.35,-16.25,17.94,-94.8,52.36,50.0,2,59.29,Good
0.224,-96.99,-84.12,-12.78,1.03,-104.86,13.9,31.0,0,47.83,Fair
0.73,-100.47,-77.11,-19.5,-10.0,-88.02,77.96,69.0,4,12.38,Poor
0.188,-95.21,-84.18,-11.76,,-109.03,12.48,32.0,2,59.61,Good
0.264,-82.66,-70.17,-11.42,0.83,-89.6,75.73,62.0,1,37.02,Fair
0.507,-92.29,-68.9,-19.5,2.5,-100.92,37.51,39.0,4,28.13,Poor
0.32,-85.47,-67.42,-18.52,3.61,-92.83,57.27,59.0,4,31.3,Poor
0.889,-102.74,-88.12,-14.81,-7.18,-99.75,41.99,48.0,2,29.78,Poor
0.905,-100.94,-80.89,-19.07,-5.15,-99.48,35.86,40.0,2,15.01,Poor
0.02,-72.28,-51.96,-19.5,13.27,-95.39,56.12,62.0,2,49.71,Fair
0.677,-97.1,-83.1,-12.83,-3.59,-100.08,57.91,56.0,3,30.61,Poor
0.278,-97.77,-81.37,-16.27,-1.11,-100.21,34.59,38.0,1,30.52,Poor
2.023,-120.3,-99.67,-19.5,,-108.61,20.74,27.0,5,17.02,Poor
0.297,-96.65,-81.1,-13.73,-3.82,-97.2,41.7,37.0,1,36.79,Fair
1.951,-115.63,-96.78,-19.46,-10.0,-104.22,14.08,25.0,2,24.16,Poor
0.632,-94.12,-71.84,-19.5,-0.87,-100.93,44.58,38.0,4,36.29,Fair
0.129,-78.99,-68.17,-12.23,15.28,-98.29,60.71,,1,51.45,Fair
0.348,-100.47,-83.49,-16.94,-7.68,-96.62,56.86,52.0,0,25.68,Poor
2.18,-105.61,-86.82,-19.5,-5.99,-103.44,26.42,33.0,4,22.26,Poor
0.877,-99.06,-86.44,-11.44,4.23,-104.15,21.31,28.0,1,49.07,Fair
0.046,-83.74,-67.33,-17.07,25.61,-114.07,9.85,22.0,0,64.39,Good
0.551,-100.41,-79.27,-19.5,-2.52,-104.6,25.51,35.0,0,36.52,Fair
0.191,-91.98,-76.09,-15.72,-5.92,-90.67,70.83,60.0,1,30.94,Poor
0.02,-67.45,-53.91,-12.7,30.0,-107.08,31.76,40.0,3,71.62,Good
0.232,-96.28,-74.89,-19.5,1.57,-103.84,24.93,30.0,0,37.96,Fair
0.12,-86.08,-66.75,-19.31,,-103.49,20.66,37.0,2,45.9,Fair
0.769,-104.47,-86.68,-18.44,-10.0,-93.97,69.74,63.0,2,23.15,Poor
0.185,-87.5,-69.8,-18.44,-2.34,-89.66,80.35,73.0,0,29.51,Poor
0.791,-102.84,-81.76,-19.5,-10.0,-94.96,67.4,55.0,1,21.28,Poor
0.02,-72.59,-53.7,-17.99,24.62,-102.6,24.42,25.0,2,59.54,Good
0.166,-89.28,-69.35,-19.02,-3.63,-88.73,78.78,70.0,1,26.59,Poor
0.124,-77.81,-61.88,-15.51,20.19,-104.79,22.15,41.0,3,62.18,Good
0.12,-87.3,-75.05,-12.11,14.62,-106.49,36.18,39.0,1,47.35,Fair
0.032,-78.48,-58.61,-19.19,11.55,-97.87,59.92,53.0,1,44.57,Fair
0.093,-81.15,-59.85,-19.5,1.42,-88.65,68.61,49.0,2,36.46,Fair
0.365,-95.84,-78.52,-18.23,2.61,-102.56,57.77,58.0,3,26.6,Poor
